Rekapitulasi Penjualan Harian
5Jahe;;Jahe;15;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Air;;Air;20;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Kecap Asin Jepang;;Kecap Asin Jepang;60;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Brown Sugar;;Brown Sugar;85;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Air;;Air;120;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Cuka Apel;;Cuka Apel;15;ml; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Kecap Manis;;Kecap Manis;15;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Saus Tiram;;Saus Tiram;10;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Tepung Maizena;;Tepung Maizena;15;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Air;;Air;5;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
;;Bumbu Popmayo;Qty Produksi;; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Mayonaise Jepang;;Mayonaise Jepang;130;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Mayonaise;;Mayonaise;200;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Susu Kental Manis;;Susu Kental Manis;25;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Saus Tomat;;Saus Tomat;30;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
;;Spaghetti Rebus;Qty Produksi;; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Spaghetti;;Spaghetti;1000;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Minyak Goreng;;Minyak Goreng;10;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Garam;;Garam;5;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
;;Garlic Bread;Qty Produksi;; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Roti Tawar Tipis;;Roti Tawar Tipis;25;Pcs; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Margarin;;Margarin;150;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Bawang Putih;;Bawang Putih;25;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Bubuk Bawang Putih;;Bubuk Bawang Putih;5;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Oregano;;Oregano;0,5;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Parsley;;Parsley;0,5;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
;;Mie Rebus;Qty Produksi;; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Mie Telur;;Mie Telur;1000;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Minyak Goreng;;Minyak Goreng;10;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;;;;;;
5Garam;;Garam;5;Gram; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;;;;;Stok Awal;Belanja;Keluar;Ideal;Stok Akhir;Selisih
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; - ;;;;;;;;;;
;;Penjualan Harian Makanan;;;30;95;41;31;27;43;48;33;102;43;49;48;31;30;42;56;34;43;49;23;32;41;29;48;52;56;29;61;19;49;24;1.338;124785;654;Telur Satuan;654;28;708;654;;21;61
;;Nasi Oseng Sapi;Qty Terjual;;1;4; - ;1;2;2;3;1;5;1;3;2;1;2;3; - ;1;1;1; - ;2; - ;1;1;1;3;1;2; - ;1;1;47;36;354;Tahu Kuning;354;12;370;354;;26;2
5Bumbu Oseng Sapi - 25 gr;;Bumbu Oseng Sapi - 25 gr;1;Porsi;1,0;4,0; - ;1,0;2,0;2,0;3,0;1,0;5,0;1,0;3,0;2,0;1,0;2,0;3,0; - ;1,0;1,0;1,0; - ;2,0; - ;1,0;1,0;1,0;3,0;1,0;2,0; - ;1,0;1,0;47; - ;195;Kentang;195;20;191;195;210;5;16
5Beef Slice - 100 gr;;Beef Slice - 100 gr;1;Porsi;1,0;4,0; - ;1,0;2,0;2,0;3,0;1,0;5,0;1,0;3,0;2,0;1,0;2,0;3,0; - ;1,0;1,0;1,0; - ;2,0; - ;1,0;1,0;1,0;3,0;1,0;2,0; - ;1,0;1,0;47;4.700;25.855;Ayam Fillet;25.855;2605;28205;25.855;26.955;3855;4.955
5Air;;Air;50;Gram;50,0;200,0; - ;50,0;100,0;100,0;150,0;50,0;250,0;50,0;150,0;100,0;50,0;100,0;150,0; - ;50,0;50,0;50,0; - ;100,0; - ;50,0;50,0;50,0;150,0;50,0;100,0; - ;50,0;50,0;2.350;;10.700;Daging Slice;10.700;1800;15000;10.700;12.300;4500;6.100
5Chicken Powder;;Chicken Powder;2,5;Gram;2,5;10,0; - ;2,5;5,0;5,0;7,5;2,5;12,5;2,5;7,5;5,0;2,5;5,0;7,5; - ;2,5;2,5;2,5; - ;5,0; - ;2,5;2,5;2,5;7,5;2,5;5,0; - ;2,5;2,5;118;;87.840;Nasi;87.840;0;140700;87.840;120.700;20000;39.448
5Garam;;Garam;2,5;Gram;2,5;10,0; - ;2,5;5,0;5,0;7,5;2,5;12,5;2,5;7,5;5,0;2,5;5,0;7,5; - ;2,5;2,5;2,5; - ;5,0; - ;2,5;2,5;2,5;7,5;2,5;5,0; - ;2,5;2,5;118;;;;;;;;;;
5Gula Pasir;;Gula Pasir;2,5;Gram;2,5;10,0; - ;2,5;5,0;5,0;7,5;2,5;12,5;2,5;7,5;5,0;2,5;5,0;7,5; - ;2,5;2,5;2,5; - ;5,0; - ;2,5;2,5;2,5;7,5;2,5;5,0; - ;2,5;2,5;118;;;;;;;;;;
5Lada Putih;;Lada Putih;2,5;Gram;2,5;10,0; - ;2,5;5,0;5,0;7,5;2,5;12,5;2,5;7,5;5,0;2,5;5,0;7,5; - ;2,5;2,5;2,5; - ;5,0; - ;2,5;2,5;2,5;7,5;2,5;5,0; - ;2,5;2,5;118;;;;;;;;;;
5Vetsin;;Vetsin;2,5;Gram;2,5;10,0; - ;2,5;5,0;5,0;7,5;2,5;12,5;2,5;7,5;5,0;2,5;5,0;7,5; - ;2,5;2,5;2,5; - ;5,0; - ;2,5;2,5;2,5;7,5;2,5;5,0; - ;2,5;2,5;118;;;;;;;;;;
5Nasi Putih Besar - 180 gr;;Nasi Putih Besar - 180 gr;1;Porsi;1,0;4,0; - ;1,0;2,0;2,0;3,0;1,0;5,0;1,0;3,0;2,0;1,0;2,0;3,0; - ;1,0;1,0;1,0; - ;2,0; - ;1,0;1,0;1,0;3,0;1,0;2,0; - ;1,0;1,0;47;8.460;;;;;;;;;
5Kailan Crispy - 20 gr;;Kailan Crispy - 20 gr;20;Gram;20,0;80,0; - ;20,0;40,0;40,0;60,0;20,0;100,0;20,0;60,0;40,0;20,0;40,0;60,0; - ;20,0;20,0;20,0; - ;40,0; - ;20,0;20,0;20,0;60,0;20,0;40,0; - ;20,0;20,0;940;;;;;;;;;;
;;Nasi Ayam Kemangi;Qty Terjual;;1;6; - ; - ; - ;1; - ; - ;2;1;1; - ; - ; - ;4;3;1; - ;4; - ; - ; - ;5; - ;2; - ;1; - ; - ;1;2;35;24;;;;;;;;;
5Bumbu Ayam Kemangi - 25 Gr;;Bumbu Ayam Kemangi - 25 Gr;1;Porsi;1,0;6,0; - ; - ; - ;1,0; - ; - ;2,0;1,0;1,0; - ; - ; - ;4,0;3,0;1,0; - ;4,0; - ; - ; - ;5,0; - ;2,0; - ;1,0; - ; - ;1,0;2,0;35;;;;;;;;;;
5Ayam Suwir Besar - 75 gr;;Ayam Suwir Besar - 75 gr;1;Porsi;1,0;6,0; - ; - ; - ;1,0; - ; - ;2,0;1,0;1,0; - ; - ; - ;4,0;3,0;1,0; - ;4,0; - ; - ; - ;5,0; - ;2,0; - ;1,0; - ; - ;1,0;2,0;35;2.625;;;;;;;;;
5Air;;Air;50;Gram;50,0;300,0; - ; - ; - ;50,0; - ; - ;100,0;50,0;50,0; - ; - ; - ;200,0;150,0;50,0; - ;200,0; - ; - ; - ;250,0; - ;100,0; - ;50,0; - ; - ;50,0;100,0;1.750;;;;;;;;;;
5Chicken Powder;;Chicken Powder;2,5;Gram;2,5;15,0; - ; - ; - ;2,5; - ; - ;5,0;2,5;2,5; - ; - ; - ;10,0;7,5;2,5; - ;10,0; - ; - ; - ;12,5; - ;5,0; - ;2,5; - ; - ;2,5;5,0;88;;;;;;;;;;
5Garam;;Garam;2,5;Gram;2,5;15,0; - ; - ; - ;2,5; - ; - ;5,0;2,5;2,5; - ; - ; - ;10,0;7,5;2,5; - ;10,0; - ; - ; - ;12,5; - ;5,0; - ;2,5; - ; - ;2,5;5,0;88;;;;;;;;;;
5Gula Pasir;;Gula Pasir;2,5;Gram;2,5;15,0; - ; - ; - ;2,5; - ; - ;5,0;2,5;2,5; - ; - ; - ;10,0;7,5;2,5; - ;10,0; - ; - ; - ;12,5; - ;5,0; - ;2,5; - ; - ;2,5;5,0;88;;;;;;;;;;
5Lada Putih;;Lada Putih;2,5;Gram;2,5;15,0; - ; - ; - ;2,5; - ; - ;5,0;2,5;2,5; - ; - ; - ;10,0;7,5;2,5; - ;10,0; - ; - ; - ;12,5; - ;5,0; - ;2,5; - ; - ;2,5;5,0;88;;;;;;;;;;
5Vetsin;;Vetsin;2,5;Gram;2,5;15,0; - ; - ; - ;2,5; - ; - ;5,0;2,5;2,5; - ; - ; - ;10,0;7,5;2,5; - ;10,0; - ; - ; - ;12,5; - ;5,0; - ;2,5; - ; - ;2,5;5,0;88;;;;;;;;;;
5Nasi Putih Besar - 180 gr;;Nasi Putih Besar - 180 gr;1;Porsi;1,0;6,0; - ; - ; - ;1,0; - ; - ;2,0;1,0;1,0; - ; - ; - ;4,0;3,0;1,0; - ;4,0; - ; - ; - ;5,0; - ;2,0; - ;1,0; - ; - ;1,0;2,0;35;6.300;;;;;;;;;
5Kailan Crispy - 20 gr;;Kailan Crispy - 20 gr;20;Gram;20,0;120,0; - ; - ; - ;20,0; - ; - ;40,0;20,0;20,0; - ; - ; - ;80,0;60,0;20,0; - ;80,0; - ; - ; - ;100,0; - ;40,0; - ;20,0; - ; - ;20,0;40,0;700;;;;;;;;;;
5Daun Kemangi;;Daun Kemangi;10;Gram;10,0;60,0; - ; - ; - ;10,0; - ; - ;20,0;10,0;10,0; - ; - ; - ;40,0;30,0;10,0; - ;40,0; - ; - ; - ;50,0; - ;20,0; - ;10,0; - ; - ;10,0;20,0;350;;;;;;;;;;
;;Nasi Goreng Sajati;Qty Terjual;;3;9;5;2;4;6;10;7;20;4;8;4;5;7;4;5;2;5;5;2;6;5;4;5;2;9;5;31; - ;7;1;192;123;;;;;;;;;
5Bumbu Nasi Goreng - 40 Gr;;Bumbu Nasi Goreng - 40 Gr;1;Porsi;3,0;9,0;5,0;2,0;4,0;6,0;10,0;7,0;20,0;4,0;8,0;4,0;5,0;7,0;4,0;5,0;2,0;5,0;5,0;2,0;6,0;5,0;4,0;5,0;2,0;9,0;5,0;31,0; - ;7,0;1,0;192;;;;;;;;;;
5Baso Sapi;;Baso Sapi;1;Pcs;3,0;9,0;5,0;2,0;4,0;6,0;10,0;7,0;20,0;4,0;8,0;4,0;5,0;7,0;4,0;5,0;2,0;5,0;5,0;2,0;6,0;5,0;4,0;5,0;2,0;9,0;5,0;31,0; - ;7,0;1,0;192;;;;;;;;;;
5Ayam Suwir Kecil - 25 gr;;Ayam Suwir Kecil - 25 gr;1;Pack;3,0;9,0;5,0;2,0;4,0;6,0;10,0;7,0;20,0;4,0;8,0;4,0;5,0;7,0;4,0;5,0;2,0;5,0;5,0;2,0;6,0;5,0;4,0;5,0;2,0;9,0;5,0;31,0; - ;7,0;1,0;192;4.800;;;;;;;;;
5Sosis Sapi;;Sosis Sapi;1;Pcs;3,0;9,0;5,0;2,0;4,0;6,0;10,0;7,0;20,0;4,0;8,0;4,0;5,0;7,0;4,0;5,0;2,0;5,0;5,0;2,0;6,0;5,0;4,0;5,0;2,0;9,0;5,0;31,0; - ;7,0;1,0;192;;;;;;;;;;
5Telur Ayam;;Telur Ayam;1;Pcs;3,0;9,0;5,0;2,0;4,0;6,0;10,0;7,0;20,0;4,0;8,0;4,0;5,0;7,0;4,0;5,0;2,0;5,0;5,0;2,0;6,0;5,0;4,0;5,0;2,0;9,0;5,0;31,0; - ;7,0;1,0;192;;;;;;;;;;
5Minyak Goreng;;Minyak Goreng;20;Gram;60,0;180,0;100,0;40,0;80,0;120,0;200,0;140,0;400,0;80,0;160,0;80,0;100,0;140,0;80,0;100,0;40,0;100,0;100,0;40,0;120,0;100,0;80,0;100,0;40,0;180,0;100,0;620,0; - ;140,0;20,0;3.840;;;;;;;;;;
5Chicken Powder;;Chicken Powder;2,5;Gram;7,5;22,5;12,5;5,0;10,0;15,0;25,0;17,5;50,0;10,0;20,0;10,0;12,5;17,5;10,0;12,5;5,0;12,5;12,5;5,0;15,0;12,5;10,0;12,5;5,0;22,5;12,5;77,5; - ;17,5;2,5;480;;;;;;;;;;
5Kecap Asin;;Kecap Asin;2,5;Gram;7,5;22,5;12,5;5,0;10,0;15,0;25,0;17,5;50,0;10,0;20,0;10,0;12,5;17,5;10,0;12,5;5,0;12,5;12,5;5,0;15,0;12,5;10,0;12,5;5,0;22,5;12,5;77,5; - ;17,5;2,5;480;;;;;;;;;;
5Gula Pasir;;Gula Pasir;2,5;Gram;7,5;22,5;12,5;5,0;10,0;15,0;25,0;17,5;50,0;10,0;20,0;10,0;12,5;17,5;10,0;12,5;5,0;12,5;12,5;5,0;15,0;12,5;10,0;12,5;5,0;22,5;12,5;77,5; - ;17,5;2,5;480;;;;;;;;;;
5Lada Putih;;Lada Putih;2,5;Gram;7,5;22,5;12,5;5,0;10,0;15,0;25,0;17,5;50,0;10,0;20,0;10,0;12,5;17,5;10,0;12,5;5,0;12,5;12,5;5,0;15,0;12,5;10,0;12,5;5,0;22,5;12,5;77,5; - ;17,5;2,5;480;;;;;;;;;;
5Vetsin;;Vetsin;2,5;Gram;7,5;22,5;12,5;5,0;10,0;15,0;25,0;17,5;50,0;10,0;20,0;10,0;12,5;17,5;10,0;12,5;5,0;12,5;12,5;5,0;15,0;12,5;10,0;12,5;5,0;22,5;12,5;77,5; - ;17,5;2,5;480;;;;;;;;;;
5Kecap Manis;;Kecap Manis;2,5;Gram;7,5;22,5;12,5;5,0;10,0;15,0;25,0;17,5;50,0;10,0;20,0;10,0;12,5;17,5;10,0;12,5;5,0;12,5;12,5;5,0;15,0;12,5;10,0;12,5;5,0;22,5;12,5;77,5; - ;17,5;2,5;480;;;;;;;;;;
5Nasi Putih Besar - 180 gr;;Nasi Putih Besar - 180 gr;1;Porsi;3,0;9,0;5,0;2,0;4,0;6,0;10,0;7,0;20,0;4,0;8,0;4,0;5,0;7,0;4,0;5,0;2,0;5,0;5,0;2,0;6,0;5,0;4,0;5,0;2,0;9,0;5,0;31,0; - ;7,0;1,0;192;34.560;;;;;;;;;
5Kerupuk - 11 Pcs;;Kerupuk - 11 Pcs;1;Gram;3,0;9,0;5,0;2,0;4,0;6,0;10,0;7,0;20,0;4,0;8,0;4,0;5,0;7,0;4,0;5,0;2,0;5,0;5,0;2,0;6,0;5,0;4,0;5,0;2,0;9,0;5,0;31,0; - ;7,0;1,0;192;;;;;;;;;;
5Daun Kemangi;;Daun Kemangi;10;Gram;30,0;90,0;50,0;20,0;40,0;60,0;100,0;70,0;200,0;40,0;80,0;40,0;50,0;70,0;40,0;50,0;20,0;50,0;50,0;20,0;60,0;50,0;40,0;50,0;20,0;90,0;50,0;310,0; - ;70,0;10,0;1.920;;;;;;;;;;
;;Nasi Tahu Telur;Qty Terjual;;2;6;2;5;2;1; - ;3; - ;2;2; - ;4;1; - ;1;2; - ;1; - ;1;2;2;1;4;3; - ;1;1; - ; - ;49;35;;;;;;;;;
5Telur Ayam;;Telur Ayam;2;Pcs;4,0;12,0;4,0;10,0;4,0;2,0; - ;6,0; - ;4,0;4,0; - ;8,0;2,0; - ;2,0;4,0; - ;2,0; - ;2,0;4,0;4,0;2,0;8,0;6,0; - ;2,0;2,0; - ; - ;98;;;;;;;;;;
5Tahu Kuning;;Tahu Kuning;2;Pcs;4,0;12,0;4,0;10,0;4,0;2,0; - ;6,0; - ;4,0;4,0; - ;8,0;2,0; - ;2,0;4,0; - ;2,0; - ;2,0;4,0;4,0;2,0;8,0;6,0; - ;2,0;2,0; - ; - ;98;;;;;;;;;;
5Garam;;Garam;2,5;Gram;5,0;15,0;5,0;12,5;5,0;2,5; - ;7,5; - ;5,0;5,0; - ;10,0;2,5; - ;2,5;5,0; - ;2,5; - ;2,5;5,0;5,0;2,5;10,0;7,5; - ;2,5;2,5; - ; - ;123;;;;;;;;;;
5Lada Putih;;Lada Putih;2,5;Gram;5,0;15,0;5,0;12,5;5,0;2,5; - ;7,5; - ;5,0;5,0; - ;10,0;2,5; - ;2,5;5,0; - ;2,5; - ;2,5;5,0;5,0;2,5;10,0;7,5; - ;2,5;2,5; - ; - ;123;;;;;;;;;;
5Vetsin;;Vetsin;2,5;Gram;5,0;15,0;5,0;12,5;5,0;2,5; - ;7,5; - ;5,0;5,0; - ;10,0;2,5; - ;2,5;5,0; - ;2,5; - ;2,5;5,0;5,0;2,5;10,0;7,5; - ;2,5;2,5; - ; - ;123;;;;;;;;;;
5Bawang Daun;;Bawang Daun;2,5;Gram;5,0;15,0;5,0;12,5;5,0;2,5; - ;7,5; - ;5,0;5,0; - ;10,0;2,5; - ;2,5;5,0; - ;2,5; - ;2,5;5,0;5,0;2,5;10,0;7,5; - ;2,5;2,5; - ; - ;123;;;;;;;;;;
5Nasi Putih Besar - 180 gr;;Nasi Putih Besar - 180 gr;1;Porsi;2,0;6,0;2,0;5,0;2,0;1,0; - ;3,0; - ;2,0;2,0; - ;4,0;1,0; - ;1,0;2,0; - ;1,0; - ;1,0;2,0;2,0;1,0;4,0;3,0; - ;1,0;1,0; - ; - ;49;8.820;;;;;;;;;
5Kailan Crispy - 20 gr;;Kailan Crispy - 20 gr;1;Porsi;2,0;6,0;2,0;5,0;2,0;1,0; - ;3,0; - ;2,0;2,0; - ;4,0;1,0; - ;1,0;2,0; - ;1,0; - ;1,0;2,0;2,0;1,0;4,0;3,0; - ;1,0;1,0; - ; - ;49;;;;;;;;;;
5Bawang Merah;;Bawang Merah;15;Gram;30,0;90,0;30,0;75,0;30,0;15,0; - ;45,0; - ;30,0;30,0; - ;60,0;15,0; - ;15,0;30,0; - ;15,0; - ;15,0;30,0;30,0;15,0;60,0;45,0; - ;15,0;15,0; - ; - ;735;;;;;;;;;;
5Cabai Rawit Merah;;Cabai Rawit Merah;15;Gram;30,0;90,0;30,0;75,0;30,0;15,0; - ;45,0; - ;30,0;30,0; - ;60,0;15,0; - ;15,0;30,0; - ;15,0; - ;15,0;30,0;30,0;15,0;60,0;45,0; - ;15,0;15,0; - ; - ;735;;;;;;;;;;
5Kecap Manis;;Kecap Manis;15;Gram;30,0;90,0;30,0;75,0;30,0;15,0; - ;45,0; - ;30,0;30,0; - ;60,0;15,0; - ;15,0;30,0; - ;15,0; - ;15,0;30,0;30,0;15,0;60,0;45,0; - ;15,0;15,0; - ; - ;735;;;;;;;;;;
;;Kentang Omelete;Qty Terjual;; - ;1;2; - ;1;2;1; - ;4; - ; - ;3;2; - ;2;1;1; - ; - ;1; - ;2;2;1;1;2; - ; - ; - ;1;1;31;21;;;;;;;;;
5Bawang Bombay;;Bawang Bombay;10;Gram; - ;10,0;20,0; - ;10,0;20,0;10,0; - ;40,0; - ; - ;30,0;20,0; - ;20,0;10,0;10,0; - ; - ;10,0; - ;20,0;20,0;10,0;10,0;20,0; - ; - ; - ;10,0;10,0;310;;;;;;;;;;
5Cheddar Cheese;;Cheddar Cheese;1;Pcs; - ;1,0;2,0; - ;1,0;2,0;1,0; - ;4,0; - ; - ;3,0;2,0; - ;2,0;1,0;1,0; - ; - ;1,0; - ;2,0;2,0;1,0;1,0;2,0; - ; - ; - ;1,0;1,0;31;;;;;;;;;;
5Sosis Sapi;;Sosis Sapi;3;Pcs; - ;3,0;6,0; - ;3,0;6,0;3,0; - ;12,0; - ; - ;9,0;6,0; - ;6,0;3,0;3,0; - ; - ;3,0; - ;6,0;6,0;3,0;3,0;6,0; - ; - ; - ;3,0;3,0;93;;;;;;;;;;
5Fresh Milk;;Fresh Milk;20;Gram; - ;20,0;40,0; - ;20,0;40,0;20,0; - ;80,0; - ; - ;60,0;40,0; - ;40,0;20,0;20,0; - ; - ;20,0; - ;40,0;40,0;20,0;20,0;40,0; - ; - ; - ;20,0;20,0;620;;;;;;;;;;
5Telur Ayam;;Telur Ayam;2;Pcs; - ;2,0;4,0; - ;2,0;4,0;2,0; - ;8,0; - ; - ;6,0;4,0; - ;4,0;2,0;2,0; - ; - ;2,0; - ;4,0;4,0;2,0;2,0;4,0; - ; - ; - ;2,0;2,0;62;;;;;;;;;;
5Tomat Merah;;Tomat Merah;10;Gram; - ;10,0;20,0; - ;10,0;20,0;10,0; - ;40,0; - ; - ;30,0;20,0; - ;20,0;10,0;10,0; - ; - ;10,0; - ;20,0;20,0;10,0;10,0;20,0; - ; - ; - ;10,0;10,0;310;;;;;;;;;;
5Garam;;Garam;2,5;Gram; - ;2,5;5,0; - ;2,5;5,0;2,5; - ;10,0; - ; - ;7,5;5,0; - ;5,0;2,5;2,5; - ; - ;2,5; - ;5,0;5,0;2,5;2,5;5,0; - ; - ; - ;2,5;2,5;78;;;;;;;;;;
5Lada Putih;;Lada Putih;2,5;Gram; - ;2,5;5,0; - ;2,5;5,0;2,5; - ;10,0; - ; - ;7,5;5,0; - ;5,0;2,5;2,5; - ; - ;2,5; - ;5,0;5,0;2,5;2,5;5,0; - ; - ; - ;2,5;2,5;78;;;;;;;;;;
5Kentang Rumahan - 150 gr;;Kentang Rumahan - 150 gr;1;Porsi; - ;1,0;2,0; - ;1,0;2,0;1,0; - ;4,0; - ; - ;3,0;2,0; - ;2,0;1,0;1,0; - ; - ;1,0; - ;2,0;2,0;1,0;1,0;2,0; - ; - ; - ;1,0;1,0;31;;;;;;;;;;
;;Mie Goreng;Qty Terjual;;1;2;1; - ;2;1;1;1;8;1;2;1;2; - ;2;2;1;3;1;1;1;1;2;2;2;1;1; - ;1;2; - ;46;34;;;;;;;;;
5Bumbu Nasi Goreng - 40 Gr;;Bumbu Nasi Goreng - 40 Gr;1;Porsi;1,0;2,0;1,0; - ;2,0;1,0;1,0;1,0;8,0;1,0;2,0;1,0;2,0; - ;2,0;2,0;1,0;3,0;1,0;1,0;1,0;1,0;2,0;2,0;2,0;1,0;1,0; - ;1,0;2,0; - ;46;;;;;;;;;;
5Baso Sapi;;Baso Sapi;1;Pcs;1,0;2,0;1,0; - ;2,0;1,0;1,0;1,0;8,0;1,0;2,0;1,0;2,0; - ;2,0;2,0;1,0;3,0;1,0;1,0;1,0;1,0;2,0;2,0;2,0;1,0;1,0; - ;1,0;2,0; - ;46;;;;;;;;;;
